time,loggerTemp
450.549, 31.359375
451.549, 31.34375
452.549, 31.34375
453.549, 31.34375
454.549, 31.34375
455.549, 31.328125
456.549, 31.328125
457.549, 31.3125
458.549, 31.3125
459.549, 31.3125
460.549, 31.296875
461.549, 31.296875
462.549, 31.28125
463.549, 31.28125
464.549, 31.28125
465.549, 31.265625
466.549, 31.265625
467.549, 31.265625
468.549, 31.25
469.549, 31.25
470.549, 31.25
471.549, 31.234375
472.549, 31.234375
473.549, 31.21875
474.549, 31.21875
475.549, 31.21875
476.549, 31.203125
477.549, 31.203125
478.549, 31.203125
479.549, 31.203125
480.549, 31.203125
481.549, 31.203125
482.549, 31.1875
483.549, 31.1875
484.549, 31.1875
485.549, 31.171875
486.549, 31.171875
487.549, 31.171875
488.549, 31.15625
489.549, 31.15625
490.549, 31.15625
491.549, 31.15625
492.549, 31.140625
493.549, 31.140625
494.549, 31.125
495.549, 31.125
496.549, 31.125
497.549, 31.125
498.549, 31.109375
499.549, 31.109375
500.549, 31.109375
501.549, 31.09375
502.549, 31.09375
503.549, 31.09375
504.549, 31.09375
505.549, 31.078125
506.549, 31.078125
507.549, 31.078125
508.549, 31.0625
509.549, 31.0625
510.549, 31.0625
511.549, 31.0625
512.549, 31.046875
513.549, 31.046875
514.549, 31.046875
515.549, 31.046875
516.549, 31.03125
517.549, 31.03125
518.549, 31.015625
519.549, 31.015625
520.549, 31.015625
521.549, 31
522.549, 31
523.549, 31
524.549, 31
525.549, 30.984375
526.549, 30.984375
527.549, 30.984375
528.549, 30.984375
529.549, 30.984375
530.549, 30.96875
531.549, 30.96875
532.549, 30.96875
533.549, 30.96875
534.549, 30.953125
535.549, 30.953125
536.549, 30.953125
537.549, 30.9375
538.549, 30.9375
539.549, 30.9375
540.549, 30.9375
541.549, 30.921875
542.549, 30.921875
543.549, 30.921875
544.549, 30.90625
545.549, 30.90625
546.549, 30.90625
547.549, 30.890625
548.549, 30.890625
549.549, 30.890625
550.549, 30.890625
551.549, 30.890625
552.549, 30.875
553.549, 30.875
554.549, 30.875
555.549, 30.875
556.549, 30.875
557.549, 30.859375
558.549, 30.859375
559.549, 30.859375
560.549, 30.84375
561.549, 30.859375
562.549, 30.84375
563.549, 30.84375
564.549, 30.828125
565.549, 30.828125
566.549, 30.828125
567.549, 30.8125
568.549, 30.8125
569.549, 30.8125
570.549, 30.8125
571.549, 30.8125
572.549, 30.796875
573.549, 30.796875
574.549, 30.796875
575.549, 30.796875
576.549, 30.78125
577.549, 30.78125
578.549, 30.78125
579.549, 30.765625
580.549, 30.765625
581.549, 30.765625
582.549, 30.765625
583.549, 30.765625
584.549, 30.75
585.549, 30.75
586.549, 30.75
587.549, 30.75
588.549, 30.734375
589.549, 30.734375
590.549, 30.734375
591.549, 30.734375
592.549, 30.734375
593.549, 30.734375
594.549, 30.71875
595.549, 30.71875
596.549, 30.71875
597.549, 30.71875
598.549, 30.71875
599.549, 30.71875
600.549, 30.703125
601.549, 30.703125
602.549, 30.703125
603.549, 30.703125
604.549, 30.703125
605.549, 30.6875
606.549, 30.6875
607.549, 30.6875
608.549, 30.6875
609.549, 30.6875
610.549, 30.6875
611.549, 30.671875
612.549, 30.671875
613.549, 30.671875
614.549, 30.671875
615.549, 30.65625
616.549, 30.65625
617.549, 30.65625
618.549, 30.65625
619.549, 30.65625
620.549, 30.640625
621.549, 30.640625
622.549, 30.640625
623.549, 30.640625
624.549, 30.640625
625.549, 30.625
626.549, 30.625
627.549, 30.625
628.549, 30.625
629.549, 30.625
630.549, 30.625
631.549, 30.625
632.549, 30.609375
633.549, 30.609375
634.549, 30.609375
635.549, 30.609375
636.549, 30.609375
637.549, 30.609375
638.549, 30.59375
639.549, 30.59375
640.549, 30.59375
641.549, 30.578125
642.549, 30.578125
643.549, 30.578125
644.549, 30.578125
645.549, 30.5625
646.549, 30.5625
647.549, 30.5625
648.549, 30.5625
649.549, 30.546875
650.549, 30.546875
651.549, 30.546875
652.549, 30.546875
653.549, 30.546875
654.549, 30.546875
655.549, 30.53125
656.549, 30.53125
657.549, 30.53125
658.549, 30.53125
659.549, 30.53125
660.549, 30.53125
661.549, 30.53125
662.549, 30.53125
663.549, 30.53125
664.549, 30.515625
665.549, 30.515625
666.549, 30.515625
667.549, 30.515625
668.549, 30.515625
669.549, 30.5
670.549, 30.5
671.549, 30.5
672.549, 30.5
673.549, 30.5
674.549, 30.5
675.549, 30.484375
676.549, 30.484375
677.549, 30.484375
678.549, 30.484375
679.549, 30.484375
680.549, 30.484375
681.549, 30.484375
682.549, 30.484375
683.549, 30.484375
684.549, 30.46875
685.549, 30.46875
686.549, 30.46875
687.549, 30.46875
688.549, 30.46875
689.549, 30.46875
690.549, 30.46875
691.549, 30.46875
692.549, 30.46875
693.549, 30.46875
694.549, 30.46875
695.549, 30.46875
696.549, 30.46875
697.549, 30.46875
698.549, 30.3125
700.363, 30.28125
701.363, 30.375
702.363, 30.421875
703.363, 30.4375
704.363, 30.453125
705.363, 30.453125
706.363, 30.46875
707.363, 30.46875
708.363, 30.46875
709.363, 30.46875
710.363, 30.46875
711.363, 30.46875
712.363, 30.46875
713.363, 30.46875
714.363, 30.46875
715.363, 30.484375
716.363, 30.484375
717.363, 30.484375
718.363, 30.484375
719.363, 30.484375
720.363, 30.484375
721.363, 30.484375
722.363, 30.484375
723.363, 30.484375
724.363, 30.484375
725.363, 30.5
726.363, 30.484375
727.363, 30.5
728.363, 30.5
729.363, 30.5
730.363, 30.5
731.364, 30.5
732.363, 30.515625
733.363, 30.515625
734.363, 30.515625
735.363, 30.515625
736.363, 30.515625
737.363, 30.515625
738.363, 30.515625
739.363, 30.515625
740.363, 30.53125
741.363, 30.53125
742.363, 30.53125
743.363, 30.53125
744.363, 30.53125
745.363, 30.546875
746.363, 30.546875
747.363, 30.546875
748.363, 30.546875
749.363, 30.546875
750.363, 30.546875
751.363, 30.5625
752.363, 30.5625
753.363, 30.578125
754.363, 30.578125
755.363, 30.578125
756.363, 30.578125
757.363, 30.546875
758.363, 30.53125
759.367, 30.53125
760.367, 30.53125
761.367, 30.546875
